time_col_std,y_true_std,y_pred_std,residual,abs_error,dataset
2021/10/9,387,383.4281498,-3.571850244,3.571850244,train
2021/10/10,354,383.1745984,29.17459839,29.17459839,train
2021/10/11,365,357.7508676,-7.249132365,7.249132365,train
2021/10/12,354,361.8144137,7.814413745,7.814413745,train
2021/10/13,355,356.1576959,1.157695872,1.157695872,train
2021/10/14,324,356.3715644,32.37156442,32.37156442,train
2021/10/15,378,373.6925216,-4.30747837,4.30747837,train
2021/10/16,351,376.3869761,25.38697605,25.38697605,train
2021/10/17,499,424.3980772,-74.60192284,74.60192284,train
2021/10/18,478,479.6387393,1.638739266,1.638739266,train
2021/10/19,493,481.3235395,-11.67646052,11.67646052,train
2021/10/20,469,473.8733133,4.873313339,4.873313339,train
2021/10/21,426,434.2623552,8.262355224,8.262355224,train
2021/10/22,376,397.7571004,21.75710041,21.75710041,train
2021/10/23,387,377.788291,-9.211708962,9.211708962,train
2021/10/24,354,361.548622,7.548621969,7.548621969,train
2021/10/25,365,352.9919509,-12.00804909,12.00804909,train
2021/10/26,354,353.0188246,-0.981175436,0.981175436,train
2021/10/27,355,351.536392,-3.463607964,3.463607964,train
2021/10/28,324,350.9070184,26.90701837,26.90701837,train
2021/10/29,378,369.6100589,-8.389941061,8.389941061,train
2021/10/30,351,376.4263924,25.42639238,25.42639238,train
2021/10/31,499,431.7839088,-67.2160912,67.2160912,train
2021/11/1,478,462.0632135,-15.93678651,15.93678651,train
2021/11/2,493,456.3406212,-36.65937877,36.65937877,train
2021/11/3,323,420.2034893,97.20348934,97.20348934,train
2021/11/4,356,356.6607568,0.660756823,0.660756823,train
2021/11/5,378,363.1564573,-14.84354267,14.84354267,train
2021/11/6,362,362.8183531,0.81835307,0.81835307,train
2021/11/7,357,353.9662684,-3.033731613,3.033731613,train
2021/11/8,334,352.4402367,18.44023668,18.44023668,train
2021/11/9,351,350.2442228,-0.755777234,0.755777234,train
2021/11/10,325,348.5673602,23.56736019,23.56736019,train
2021/11/11,352,354.8508743,2.850874256,2.850874256,train
2021/11/12,345,355.1756322,10.17563217,10.17563217,train
2021/11/13,357,357.0710539,0.071053877,0.071053877,train
2021/11/14,345,357.6362062,12.6362062,12.6362062,train
2021/11/15,375.1,360.608967,-14.49103304,14.49103304,train
2021/11/16,365,375.135174,10.13517395,10.13517395,train
2021/11/17,354,353.7067852,-0.293214783,0.293214783,train
2021/11/18,364,357.2757345,-6.724265469,6.724265469,train
2021/11/19,375,358.6060464,-16.39395361,16.39395361,train
2021/11/20,384,370.6860407,-13.31395929,13.31395929,train
2021/11/21,378,371.0096974,-6.99030258,6.99030258,train
2021/11/22,376,378.0658583,2.065858281,2.065858281,train
